usr1,grp315
usr5838,grp531
usr5839,grp735
usr5839,x,loc4207
usr5840,grp305
usr5841,grp937
usr5841,y,loc3672
usr5842,grp728
usr5842,z,loc1110
usr5843,grp467
usr5844,grp21
usr5845,grp633
usr5846,grp217
usr5847,grp420
usr5847,x,loc2084
usr5848,grp560
usr5848,y,loc2469
usr5849,grp955
usr5849,y,loc3673
usr5850,grp371
usr5850,y,loc1985
usr5851,grp872
usr5852,grp557
usr5853,grp368
usr5853,y,loc3635
usr5854,grp659
usr5854,x,loc4228
usr5855,grp585
usr5855,z,loc4843
usr5856,grp482
usr5857,grp3
usr5857,z,loc2858
usr5858,grp702
usr5858,x,loc945
usr5859,grp667
usr5860,grp313
usr5860,z,loc622
usr5861,grp284
usr5862,grp572
usr5863,grp722
usr5864,grp339
usr5865,grp915
usr5866,grp43
usr5867,grp322
usr5867,x,loc3714
usr5868,grp470
usr5869,grp870
usr5870,grp822
usr5870,x,loc4510
usr5871,grp764
usr5872,grp757
usr5872,y,loc3571
usr5873,grp708
usr5873,x,loc281
usr5874,grp243
usr5875,grp853
usr5876,grp326
usr5876,y,loc1070
usr5877,grp72
usr5878,grp60
usr5879,grp151
usr5880,grp310
usr5880,x,loc2228
usr5881,grp968
usr5882,grp738
usr5882,y,loc3263
usr5883,grp161
usr5884,grp722
usr5884,y,loc3346
usr5885,grp732
usr5886,grp752
usr5887,grp666
usr5888,grp549
usr5889,grp759
usr5889,x,loc2999
usr5890,grp274
usr5891,grp803
usr5891,y,loc818
usr5892,grp394
usr5892,z,loc2709
usr5893,grp401
usr5894,grp222
usr5894,y,loc3430
usr5895,grp101
usr5895,x,loc1675
usr5896,grp44
usr5896,y,loc2525
usr5897,grp681
usr5898,grp502
usr5899,grp130
usr5900,grp995
usr5900,y,loc2507
usr5901,grp330
usr5902,grp949
usr5902,y,loc1802
usr5903,grp564
usr5903,z,loc4665
usr5904,grp519
usr5905,grp467
usr5906,grp747
usr5907,grp272
usr5907,x,loc1349
usr5908,grp265
usr5909,grp57
usr5909,y,loc4913
usr5910,grp988
usr5910,z,loc2439
usr5911,grp612
usr5911,x,loc925
usr5912,grp648
usr5913,grp312
usr5914,grp903
usr5915,grp31
usr5916,grp791
usr5916,y,loc3064
usr5917,grp122
usr5917,y,loc261
usr5918,grp872
usr5918,y,loc557
usr5919,grp869
usr5919,y,loc4353
usr5920,grp810
usr5921,grp943
usr5922,grp776
usr5923,grp179
usr5923,y,loc2781
usr5924,grp739
usr5924,z,loc1506
usr5925,grp676
usr5926,grp908
usr5927,grp649
usr5928,grp473
usr5929,grp576
usr5929,x,loc4303
usr5930,grp200
usr5931,grp630
usr5932,grp525
usr5933,grp157
usr5934,grp321
usr5934,y,loc1926
usr5935,grp953
usr5936,grp893
usr5936,y,loc3196
usr5937,grp121
usr5937,x,loc3726
usr5938,grp447
usr5939,grp401
usr5940,grp542
usr5941,grp963
usr5941,y,loc2157
usr5942,grp393
usr5943,grp66
usr5943,y,loc1772
usr5944,grp977
usr5945,grp83
usr5945,z,loc535
usr5946,grp212
usr5946,x,loc2103
usr5947,grp955
usr5948,grp209
usr5949,grp983
usr5950,grp120
usr5950,z,loc4472
usr5951,grp530
usr5951,y,loc3472
usr5952,grp700
usr5952,y,loc3461
usr5953,grp139
usr5953,z,loc3822
usr5954,grp167
usr5955,grp1
usr5956,grp529
usr5957,grp323
usr5958,grp795
usr5959,grp652
usr5960,grp394
usr5960,x,loc2316
usr5961,grp457
usr5962,grp491
usr5962,x,loc4909
usr5963,grp957
usr5963,y,loc2952
usr5964,grp270
usr5965,grp326
usr5965,y,loc1429
usr5966,grp375
usr5967,grp885
usr5967,x,loc4734
usr5968,grp920
usr5968,z,loc531
usr5969,grp445
usr5969,x,loc196
usr5970,grp115
usr5970,z,loc1052
usr5971,grp622
usr5972,grp874
usr5973,grp13
usr5974,grp543
usr5975,grp980
usr5975,x,loc2626
usr5976,grp601
usr5976,x,loc4626
usr5977,grp277
usr5978,grp283
usr5979,grp630
usr5980,grp793
usr5981,grp948
usr5982,grp96
usr5982,y,loc2581
usr5983,grp167
usr5983,x,loc4179
usr5984,grp79
usr5985,grp759
usr5985,x,loc4721
usr5986,grp790
usr5986,z,loc2935
usr5987,grp130
usr5987,z,loc3367
usr5988,grp401
usr5988,y,loc4134
usr5989,grp53
usr5989,y,loc4621
usr5990,grp605
usr5991,grp265
usr5992,grp195
usr5993,grp312
usr5994,grp121
usr5994,y,loc1407
usr5995,grp472
usr5996,grp190
usr5997,grp138
usr5997,z,loc3454
usr5998,grp434
usr5998,z,loc4723
usr5999,grp352
usr5999,y,loc4442
usr6000,grp985
usr6000,x,loc4635
usr6001,grp949
usr6002,grp880
usr6003,grp771
usr6004,grp777
usr6004,x,loc3398
usr6005,grp24
usr6006,grp839
usr6007,grp833
usr6008,grp278
usr6008,z,loc1332
usr6009,grp415
usr6009,z,loc4503
usr6010,grp550
usr6011,grp157
usr6012,grp899
usr6013,grp429
usr6013,x,loc4089
usr6014,grp445
usr6015,grp420
usr6016,grp140
usr6016,y,loc2459
usr6017,grp581
usr6017,y,loc969
usr6018,grp141
usr6019,grp906
usr6020,grp497
usr6020,x,loc1733
usr6021,grp927
usr6021,y,loc130
usr6022,grp426
usr6022,z,loc1641
usr6023,grp418
usr6023,y,loc757
usr6024,grp454
usr6024,y,loc960
usr6025,grp126
usr6025,x,loc291
usr6026,grp583
usr6027,grp169
usr6027,y,loc1364
usr6028,grp48
usr6028,y,loc488
usr6029,grp304
usr6030,grp414
usr6030,y,loc3847
usr6031,grp173
usr6031,y,loc2518
usr6032,grp788
usr6032,x,loc3706
usr6033,grp287
usr6034,grp339
usr6034,x,loc1586
usr6035,grp5
usr6035,y,loc2014
usr6036,grp207
usr6037,grp773
usr6038,grp194
usr6039,grp997
usr6039,x,loc2988
usr6040,grp661
usr6040,x,loc404
usr6041,grp156
usr6041,y,loc4752
usr6042,grp844
usr6043,grp418
usr6044,grp366
usr6044,z,loc912
usr6045,grp471
usr6045,z,loc4906
usr6046,grp262
usr6046,y,loc212
usr6047,grp670
usr6047,z,loc4600
usr6048,grp182
usr6049,grp704
usr6049,x,loc161
usr6050,grp437
usr6050,x,loc1872
usr6051,grp271
usr6052,grp326
usr6052,z,loc2596
usr6053,grp550
usr6054,grp143
usr6055,grp166
usr6055,y,loc4203
usr6056,grp482
usr6057,grp808
usr6058,grp118
usr6059,grp322
usr6060,grp822
usr6060,y,loc951
usr6061,grp329
usr6062,grp149
usr6062,z,loc4171
usr6063,grp802
usr6064,grp531
usr6064,x,loc3719
usr6065,grp785
usr6066,grp909
usr6066,x,loc1639
usr6067,grp90
usr6068,grp409
usr6068,y,loc4150
usr6069,grp812
usr6070,grp302
usr6071,grp603
usr6071,y,loc2895
usr6072,grp135
usr6072,z,loc3264
usr6073,grp856
usr6073,y,loc2795
usr6074,grp676
usr6074,y,loc4469
usr6075,grp6
usr6075,z,loc1114
usr6076,grp725
usr6077,grp732
usr6077,z,loc4658
usr6078,grp434
usr6079,grp648
usr6079,x,loc3266
usr6080,grp243
usr6081,grp581
usr6081,x,loc3202
usr6082,grp762
usr6082,z,loc652
usr6083,grp247
usr6084,grp524
usr6084,y,loc4433
usr6085,grp282
usr6086,grp157
usr6087,grp962
usr6088,grp396
usr6088,z,loc347
usr6089,grp779
usr6089,y,loc3158
usr6090,grp875
usr6090,z,loc4913
usr6091,grp445
usr6091,y,loc3714
usr6092,grp886
usr6093,grp579
usr6093,z,loc3422
usr6094,grp245
usr6094,y,loc4055
usr6095,grp219
usr6096,grp28
usr6097,grp822
usr6097,x,loc150
usr6098,grp706
usr6099,grp145
usr6099,x,loc457
usr6100,grp106
usr6100,x,loc991
usr6101,grp720
usr6102,grp892
usr6103,grp890
usr6104,grp628
usr6104,y,loc2794
usr6105,grp537
usr6105,z,loc499
usr6106,grp608
usr6107,grp329
usr6108,grp749
usr6109,grp320
usr6110,grp398
usr6110,z,loc1091
usr6111,grp365
usr6111,y,loc1913
usr6112,grp463
usr6113,grp219
usr6113,y,loc4198
usr6114,grp953
usr6114,y,loc3100
usr6115,grp116
usr6116,grp996
usr6116,z,loc4759
usr6117,grp325
usr6117,x,loc345
usr6118,grp208
usr6118,z,loc711
usr6119,grp421
usr6120,grp269
usr6121,grp33
usr6121,z,loc4453
usr6122,grp178
usr6123,grp230
usr6124,grp825
usr6124,z,loc3679
usr6125,grp627
usr6125,x,loc2098
usr6126,grp729
usr6127,grp525
usr6127,y,loc1503
usr6128,grp432
usr6128,y,loc2256
usr6129,grp902
usr6129,x,loc3086
usr6130,grp7
usr6131,grp109
usr6132,grp547
usr6133,grp152
usr6134,grp930
usr6134,x,loc1711
usr6135,grp86
usr6136,grp760
usr6137,grp934
usr6137,x,loc623
usr6138,grp488
usr6138,z,loc4434
usr6139,grp4
usr6140,grp69
usr6140,z,loc4175
usr6141,grp612
usr6141,z,loc4864
usr6142,grp55
usr6143,grp667
usr6144,grp796
usr6144,x,loc1094
usr6145,grp329
usr6145,x,loc3160
usr6146,grp623
usr6147,grp549
usr6148,grp485
usr6149,grp804
usr6149,y,loc4244
usr6150,grp875
usr6151,grp917
usr6151,z,loc2290
usr6152,grp877
usr6152,z,loc2763
usr6153,grp984
usr6153,x,loc4689
usr6154,grp726
usr6154,z,loc288
usr6155,grp376
usr6155,x,loc2448
usr6156,grp221
usr6157,grp207
usr6158,grp360
usr6159,grp387
usr6159,x,loc4281
usr6160,grp28
usr6161,grp806
usr6162,grp944
usr6163,grp338
usr6163,x,loc2515
usr6164,grp159
usr6165,grp767
usr6165,z,loc3185
usr6166,grp983
usr6166,z,loc4176
usr6167,grp668
usr6168,grp825
usr6168,z,loc1508
usr6169,grp201
usr6170,grp380
usr6170,x,loc3190
usr6171,grp753
usr6172,grp548
usr6172,x,loc2640
usr6173,grp765
usr6174,grp19
usr6175,grp730
usr6175,y,loc4532
usr6176,grp303
usr6176,y,loc3182
usr6177,grp355
usr6178,grp66
usr6178,x,loc3787
usr6179,grp661
usr6179,z,loc3391
usr6180,grp665
usr6181,grp379
usr6181,x,loc3545
usr6182,grp819
usr6183,grp379
usr6183,z,loc3714
usr6184,grp277
usr6185,grp730
usr6185,z,loc1462
usr6186,grp655
usr6187,grp974
usr6188,grp431
usr6188,z,loc2463
usr6189,grp774
usr6189,z,loc4173
usr6190,grp61
usr6191,grp621
usr6192,grp402
usr6193,grp121
usr6194,grp335
usr6195,grp140
usr6195,y,loc1434
usr6196,grp135
usr6196,x,loc3845
usr6197,grp117
usr6198,grp2
usr6199,grp595
usr6200,grp1
usr6200,x,loc980
usr6201,grp302
usr6201,x,loc1350
usr6202,grp274
usr6203,grp131
usr6204,grp237
usr6205,grp9
usr6205,x,loc2438
usr6206,grp220
usr6207,grp109
usr6207,y,loc2899
usr6208,grp277
usr6208,x,loc4244
usr6209,grp331
usr6209,y,loc2570
usr6210,grp355
usr6210,y,loc4273
usr6211,grp129
usr6211,y,loc2170
usr6212,grp824
usr6213,grp843
usr6213,x,loc3783
usr6214,grp286
usr6215,grp11
usr6216,grp245
usr6216,z,loc3683
usr6217,grp152
usr6217,z,loc939
usr6218,grp463
usr6218,z,loc2489
usr6219,grp606
usr6220,grp871
usr6220,z,loc662
usr6221,grp937
usr6221,y,loc4395
usr6222,grp515
usr6222,z,loc1092
usr6223,grp617
usr6223,z,loc4275
usr6224,grp941
usr6225,grp409
usr6226,grp95
usr6226,y,loc2471
usr6227,grp216
usr6228,grp421
usr6229,grp899
usr6230,grp329
usr6230,x,loc1038
usr6231,grp262
usr6231,y,loc2049
usr6232,grp116
usr6233,grp597
usr6233,y,loc3475
usr6234,grp20
usr6234,x,loc3226
usr6235,grp763
usr6235,x,loc2726
usr6236,grp36
usr6237,grp510
usr6237,z,loc3171
usr6238,grp343
usr6238,z,loc3811
usr6239,grp458
usr6239,z,loc2739
usr6240,grp450
usr6241,grp268
usr6242,grp118
usr6242,x,loc188
usr6243,grp572
usr6243,y,loc3844
usr6244,grp420
usr6245,grp865
usr6245,z,loc34
usr6246,grp59
usr6246,y,loc1426
usr6247,grp652
usr6247,x,loc995
usr6248,grp403
usr6249,grp840
usr6249,y,loc4080
usr6250,grp261
usr6251,grp965
usr6252,grp488
usr6253,grp625
usr6253,z,loc3999
usr6254,grp631
usr6254,x,loc1016
usr6255,grp7
usr6256,grp108
usr6256,z,loc4619
usr6257,grp244
usr6257,z,loc4467
usr6258,grp483
usr6258,y,loc3381
usr6259,grp693
usr6260,grp259
usr6261,grp720
usr6261,y,loc976
usr6262,grp189
usr6262,z,loc4152
usr6263,grp725
usr6263,z,loc4811
usr6264,grp611
usr6265,grp257
usr6266,grp24
usr6267,grp571
usr6267,z,loc2521
usr6268,grp161
usr6268,x,loc2560
usr6269,grp627
usr6270,grp268
usr6271,grp188
usr6271,y,loc4753
usr6272,grp376
usr6272,x,loc112
usr6273,grp65
usr6273,y,loc2978
usr6274,grp419
usr6274,x,loc4052
usr6275,grp171
usr6275,z,loc3487
usr6276,grp795
usr6277,grp264
usr6277,y,loc1251
usr6278,grp970
usr6279,grp272
usr6279,z,loc4516
usr6280,grp991
usr6280,x,loc1443
usr6281,grp342
usr6281,z,loc1097
usr6282,grp232
usr6283,grp985
usr6283,z,loc769
usr6284,grp225
usr6284,x,loc3204
usr6285,grp605
usr6286,grp246
usr6286,z,loc29
usr6287,grp568
usr6288,grp851
usr6288,z,loc4628
usr6289,grp500
usr6289,x,loc140
usr6290,grp102
usr6291,grp617
usr6292,grp35
usr6293,grp771
usr6294,grp759
usr6295,grp937
usr6295,y,loc4972
usr6296,grp478
usr6296,z,loc4516
usr6297,grp120
usr6298,grp634
usr6299,grp920
usr6300,grp533
usr6301,grp171
usr6302,grp317
usr6303,grp935
usr6303,z,loc671
usr6304,grp654
usr6305,grp183
usr6305,y,loc60
usr6306,grp410
usr6306,x,loc4510
usr6307,grp27
usr6308,grp544
usr6309,grp404
usr6310,grp528
usr6311,grp392
usr6311,z,loc4042
usr6312,grp504
usr6313,grp736
usr6313,x,loc4328
usr6314,grp822
usr6315,grp642
usr6315,y,loc1846
usr6316,grp765
usr6316,x,loc4039
usr6317,grp464
usr6318,grp731
usr6318,y,loc4704
usr6319,grp728
usr6320,grp99
usr6320,x,loc4493
usr6321,grp859
usr6322,grp640
usr6322,z,loc2049
usr6323,grp723
usr6324,grp467
usr6324,y,loc3957
usr6325,grp582
usr6326,grp363
usr6326,y,loc1815
usr6327,grp744
usr6327,y,loc2318
usr6328,grp610
usr6329,grp78
usr6329,y,loc569
usr6330,grp323
usr6330,y,loc1710
usr6331,grp173
usr6332,grp322
usr6332,x,loc1712
usr6333,grp905
usr6334,grp372
usr6335,grp787
usr6336,grp248
usr6337,grp230
usr6337,z,loc405
usr6338,grp572
usr6338,z,loc2935
usr6339,grp128
usr6340,grp901
usr6340,x,loc853
usr6341,grp681
usr6342,grp441
usr6342,x,loc416
usr6343,grp235
usr6344,grp707
usr6344,z,loc2852
usr6345,grp85
usr6346,grp141
usr6346,z,loc4449
usr6347,grp675
usr6348,grp168
usr6348,x,loc82
usr6349,grp746
usr6350,grp573
usr6350,x,loc3434
usr6351,grp531
usr6351,z,loc3554
usr6352,grp505
usr6353,grp937
usr6353,y,loc2010
usr6354,grp723
usr6354,z,loc944
usr6355,grp74
usr6355,x,loc685
usr6356,grp471
usr6357,grp712
usr6358,grp98
usr6359,grp888
usr6359,x,loc697
usr6360,grp8
usr6361,grp889
usr6361,z,loc1333
usr6362,grp638
usr6362,x,loc480
usr6363,grp761
usr6363,z,loc2944
usr6364,grp521
usr6365,grp105
usr6366,grp77
usr6367,grp781
usr6367,y,loc1087
usr6368,grp775
usr6369,grp374
usr6369,z,loc772
usr6370,grp370
usr6371,grp164
usr6372,grp322
usr6373,grp226
usr6373,y,loc2308
usr6374,grp252
usr6375,grp136
usr6375,x,loc1227
usr6376,grp49
usr6376,z,loc3674
usr6377,grp267
usr6377,y,loc868
usr6378,grp650
usr6379,grp809
usr6380,grp489
usr6381,grp478
usr6381,x,loc1364
usr6382,grp593
usr6383,grp718
usr6383,x,loc2814
usr6384,grp736
usr6385,grp659
usr6386,grp164
usr6387,grp249
usr6387,y,loc168
usr6388,grp506
usr6388,y,loc1981
usr6389,grp951
usr6390,grp917
usr6390,y,loc398
usr6391,grp304
usr6392,grp211
usr6393,grp151
usr6394,grp67
usr6394,y,loc1857
usr6395,grp904
usr6396,grp22
usr6396,x,loc1056
usr6397,grp146
usr6398,grp994
usr6398,y,loc285
usr6399,grp679
usr6400,grp813
usr6401,grp135
usr6401,x,loc3318
usr6402,grp381
usr6402,z,loc762
usr6403,grp396
usr6403,z,loc2301
usr6404,grp225
usr6404,y,loc4416
usr6405,grp995
usr6406,grp881
usr6407,grp462
usr6408,grp436
usr6409,grp212
usr6409,y,loc547
usr6410,grp266
usr6410,z,loc1781
usr6411,grp891
usr6411,z,loc1648
usr6412,grp637
usr6412,z,loc696
usr6413,grp192
usr6414,grp431
usr6415,grp477
usr6416,grp987
usr6417,grp495
usr6418,grp354
usr6419,grp868
usr6420,grp544
usr6421,grp631
usr6421,z,loc1616
usr6422,grp850
usr6422,z,loc4541
usr6423,grp832
usr6424,grp851
usr6425,grp220
usr6426,grp94
usr6426,x,loc2200
usr6427,grp853
usr6427,x,loc1060
usr6428,grp657
usr6429,grp750
usr6429,y,loc2654
usr6430,grp630
usr6430,y,loc1562
usr6431,grp703
usr6432,grp213
usr6433,grp100
usr6434,grp797
usr6435,grp268
usr6435,y,loc2872
usr6436,grp675
usr6437,grp379
usr6437,z,loc2295
usr6438,grp452
usr6438,z,loc749
usr6439,grp132
usr6440,grp301
usr6441,grp466
usr6441,z,loc4610
usr6442,grp392
usr6442,y,loc1284
usr6443,grp530
usr6444,grp296
usr6445,grp880
usr6445,x,loc4691
usr6446,grp18
usr6446,z,loc2990
usr6447,grp395
usr6448,grp138
usr6448,x,loc565
usr6449,grp282
usr6449,y,loc4693
usr6450,grp68
usr6450,x,loc4764
usr6451,grp276
usr6451,y,loc3870
usr6452,grp459
usr6452,z,loc950
usr6453,grp102
usr6454,grp897
usr6455,grp957
usr6455,x,loc4225
usr6456,grp615
usr6456,x,loc4078
usr6457,grp946
usr6458,grp640
usr6458,z,loc1376
usr6459,grp792
usr6459,z,loc4906
usr6460,grp92
usr6460,x,loc1468
usr6461,grp519
usr6462,grp866
usr6463,grp679
usr6464,grp592
usr6464,y,loc1633
usr6465,grp85
usr6465,z,loc4708
usr6466,grp190
usr6466,z,loc3639
usr6467,grp116
usr6467,y,loc1701
usr6468,grp22
usr6468,y,loc1668
usr6469,grp648
usr6469,y,loc2703
usr6470,grp198
usr6470,y,loc4259
usr6471,grp608
usr6471,x,loc1513
usr6472,grp524
usr6472,x,loc4707
usr6473,grp822
usr6474,grp835
usr6475,grp238
usr6476,grp805
usr6477,grp765
usr6477,z,loc1817
usr6478,grp754
usr6478,z,loc1966
usr6479,grp314
usr6480,grp88
usr6480,y,loc2495
usr6481,grp799
usr6481,y,loc2332
usr6482,grp920
usr6482,z,loc4678
usr6483,grp994
usr6484,grp815
usr6485,grp266
usr6486,grp577
usr6486,y,loc4657
usr6487,grp294
usr6488,grp115
usr6488,z,loc4975
usr6489,grp573
usr6489,x,loc3587
usr6490,grp649
usr6491,grp663
usr6491,z,loc3888
usr6492,grp449
usr6493,grp473
usr6494,grp559
usr6495,grp951
usr6496,grp499
usr6496,z,loc1810
usr6497,grp988
usr6497,y,loc4628
usr6498,grp752
usr6499,grp812
usr6499,z,loc2642
usr6500,grp144
usr6500,x,loc1345
usr6501,grp714
usr6502,grp331
usr6502,y,loc226
usr6503,grp303
usr6503,x,loc49
usr6504,grp566
usr6504,y,loc2689
usr6505,grp645
usr6506,grp808
usr6506,x,loc1161
usr6507,grp621
usr6508,grp458
usr6508,x,loc967
usr6509,grp877
usr6510,grp29
usr6510,x,loc2598
usr6511,grp156
usr6512,grp187
usr6513,grp957
usr6514,grp238
usr6514,y,loc1278
usr6515,grp121
usr6516,grp957
usr6517,grp174
usr6518,grp563
usr6519,grp751
usr6520,grp621
usr6520,z,loc1359
usr6521,grp84
usr6522,grp114
usr6522,z,loc4634
usr6523,grp491
usr6524,grp915
usr6525,grp604
usr6526,grp241
usr6527,grp932
usr6528,grp724
usr6528,x,loc2029
usr6529,grp189
usr6529,x,loc4916
usr6530,grp341
usr6531,grp527
usr6532,grp245
usr6532,z,loc3232
usr6533,grp709
usr6533,x,loc2285
usr6534,grp632
usr6535,grp29
usr6535,z,loc1585
usr6536,grp317
usr6537,grp771
usr6537,z,loc1440
usr6538,grp268
usr6538,y,loc4534
usr6539,grp603
usr6539,y,loc2505
usr6540,grp661
usr6540,y,loc3933
usr6541,grp644
usr6542,grp248
usr6543,grp664
usr6543,z,loc4374
usr6544,grp140
usr6545,grp616
usr6546,grp605
usr6547,grp387
usr6547,z,loc3588
usr6548,grp326
usr6548,x,loc2216
usr6549,grp431
usr6550,grp776
usr6550,y,loc2832
usr6551,grp626
usr6552,grp11
usr6552,y,loc521
usr6553,grp125
usr6553,z,loc4607
usr6554,grp793
usr6554,z,loc3408
usr6555,grp884
usr6555,y,loc3046
usr6556,grp411
usr6557,grp294
usr6557,x,loc124
usr6558,grp473
usr6558,z,loc4183
usr6559,grp771
usr6559,z,loc3649
usr6560,grp368
usr6560,z,loc4188
usr6561,grp492
usr6562,grp998
usr6562,x,loc4390
usr6563,grp50
usr6563,x,loc3779
usr6564,grp332
usr6564,z,loc4844
usr6565,grp986
usr6565,y,loc2763
usr6566,grp669
usr6567,grp673
usr6567,x,loc2978
usr6568,grp811
usr6568,z,loc1831
usr6569,grp743
usr6569,z,loc3565
usr6570,grp55
usr6570,z,loc2731
usr6571,grp502
usr6572,grp317
usr6572,x,loc1207
usr6573,grp505
usr6574,grp936
usr6574,y,loc3977
usr6575,grp216
usr6576,grp561
usr6577,grp686
usr6577,y,loc812
usr6578,grp186
usr6578,z,loc1356
usr6579,grp279
usr6579,x,loc3906
usr6580,grp323
usr6581,grp962
usr6581,z,loc4909
usr6582,grp616
usr6582,y,loc2031
usr6583,grp423
usr6583,y,loc598
usr6584,grp692
usr6585,grp847
usr6586,grp332
usr6587,grp439
usr6587,x,loc3796
usr6588,grp425
usr6588,y,loc2526
usr6589,grp371
usr6590,grp617
usr6591,grp375
usr6592,grp274
usr6592,y,loc3912
usr6593,grp274
usr6593,y,loc3244
usr6594,grp264
usr6595,grp365
usr6595,y,loc89
usr6596,grp324
usr6597,grp117
usr6597,x,loc4497
usr6598,grp948
usr6598,z,loc4625
usr6599,grp657
usr6599,z,loc2624
usr6600,grp8
usr6600,z,loc910
usr6601,grp510
usr6601,y,loc3410
usr6602,grp329
usr6603,grp545
usr6604,grp293
usr6604,x,loc2924
usr6605,grp558
usr6606,grp487
usr6606,y,loc2607
usr6607,grp31
usr6607,x,loc913
usr6608,grp519
usr6608,y,loc1720
usr6609,grp70
usr6609,y,loc1869
usr6610,grp967
usr6611,grp669
usr6611,z,loc4442
usr6612,grp174
usr6612,y,loc470
usr6613,grp43
usr6614,grp401
usr6615,grp634
usr6615,z,loc683
usr6616,grp551
usr6617,grp29
usr6618,grp815
usr6619,grp593
usr6620,grp128
usr6620,x,loc1763
usr6621,grp402
usr6621,z,loc4506
usr6622,grp317
usr6622,z,loc3363
usr6623,grp461
usr6623,z,loc4180
usr6624,grp748
usr6625,grp97
usr6626,grp187
usr6627,grp345
usr6627,z,loc2960
usr6628,grp103
usr6628,z,loc1413
usr6629,grp46
usr6630,grp443
usr6631,grp562
usr6631,x,loc3518
usr6632,grp674
usr6632,x,loc239
usr6633,grp183
usr6633,x,loc3586
usr6634,grp939
usr6634,x,loc4212
usr6635,grp40
usr6636,grp738
usr6637,grp395
usr6637,x,loc3525
usr6638,grp540
usr6639,grp604
usr6639,z,loc803
usr6640,grp55
usr6640,z,loc4499
usr6641,grp220
usr6642,grp188
usr6643,grp146
usr6643,z,loc3319
usr6644,grp388
usr6644,z,loc4417
usr6645,grp781
usr6646,grp450
usr6646,y,loc3928
usr6647,grp795
usr6648,grp197
usr6649,grp595
usr6649,y,loc590
usr6650,grp289
usr6651,grp844
usr6652,grp12
usr6653,grp887
usr6653,z,loc2959
usr6654,grp112
usr6655,grp194
usr6655,x,loc1478
usr6656,grp564
usr6657,grp447
usr6658,grp788
usr6659,grp113
usr6660,grp928
usr6661,grp21
usr6661,y,loc3477
usr6662,grp156
usr6663,grp283
usr6664,grp365
usr6664,y,loc3938
usr6665,grp335
usr6666,grp26
usr6666,y,loc737
usr6667,grp111
usr6668,grp371
usr6669,grp275
usr6669,y,loc3571
usr6670,grp822
usr6671,grp551
usr6671,z,loc4849
usr6672,grp975
usr6672,x,loc3383
usr6673,grp452
usr6673,x,loc888
usr6674,grp404
usr6675,grp311
usr6676,grp55
usr6677,grp185
usr6678,grp366
usr6678,x,loc4882
usr6679,grp56
usr6680,grp202
usr6680,y,loc3249
usr6681,grp949
usr6681,y,loc4367
usr6682,grp353
usr6683,grp878
usr6683,z,loc4446
usr6684,grp285
usr6684,x,loc122
usr6685,grp784
usr6685,x,loc3247
usr6686,grp316
usr6687,grp472
usr6687,x,loc4572
usr6688,grp663
usr6689,grp338
usr6689,y,loc3490
usr6690,grp162
usr6690,z,loc3484
usr6691,grp249
usr6692,grp148
usr6693,grp104
usr6693,z,loc4824
usr6694,grp911
usr6695,grp406
usr6695,y,loc4914
usr6696,grp354
usr6697,grp753
usr6697,z,loc4206
usr6698,grp492
usr6699,grp493
usr6700,grp848
usr6701,grp444
usr6701,z,loc401
usr6702,grp902
usr6702,y,loc397
usr6703,grp140
usr6704,grp821
usr6705,grp616
usr6706,grp558
usr6707,grp277
usr6707,y,loc4452
usr6708,grp6
usr6709,grp206
usr6709,y,loc1824
usr6710,grp92
usr6710,x,loc710
usr6711,grp668
usr6712,grp573
usr6713,grp447
usr6714,grp64
usr6715,grp198
usr6716,grp817
usr6717,grp492
usr6717,x,loc235
usr6718,grp448
usr6719,grp40
usr6720,grp655
usr6720,x,loc3596
usr6721,grp804
usr6722,grp76
usr6722,x,loc1470
usr6723,grp935
usr6724,grp479
usr6725,grp877
usr6725,y,loc2160
usr6726,grp384
usr6726,y,loc1904
usr6727,grp546
usr6727,y,loc3532
usr6728,grp27
usr6728,x,loc2355
usr6729,grp53
usr6730,grp548
usr6730,y,loc382
usr6731,grp305
usr6732,grp729
usr6733,grp711
usr6733,y,loc774
usr6734,grp965
usr6734,z,loc4204
usr6735,grp751
usr6736,grp978
usr6736,y,loc2857
usr6737,grp175
usr6738,grp708
usr6738,x,loc3302
usr6739,grp724
usr6739,y,loc2175
usr6740,grp138
usr6740,z,loc2873
usr6741,grp681
usr6742,grp488
usr6743,grp838
usr6743,z,loc1893
usr6744,grp460
usr6745,grp365
usr6745,x,loc3645
usr6746,grp769
usr6746,z,loc3814
usr6747,grp887
usr6748,grp569
usr6749,grp378
usr6750,grp252
usr6750,x,loc3073
usr6751,grp387
usr6751,y,loc3755
usr6752,grp954
usr6752,z,loc3464
usr6753,grp812
usr6754,grp830
usr6755,grp847
usr6756,grp322
usr6756,z,loc2970
usr6757,grp560
usr6758,grp276
usr6758,x,loc4464
usr6759,grp755
usr6760,grp450
usr6760,x,loc1345
usr6761,grp863
usr6762,grp929
usr6762,z,loc4748
usr6763,grp284
usr6763,z,loc1929
usr6764,grp835
usr6765,grp713
usr6765,z,loc3539
usr6766,grp331
usr6767,grp871
usr6768,grp353
usr6768,y,loc1981
usr6769,grp825
usr6769,x,loc994
usr6770,grp691
usr6771,grp603
usr6771,y,loc1054
usr6772,grp883
usr6772,z,loc3403
usr6773,grp309
usr6774,grp755
usr6775,grp84
usr6775,z,loc1537
usr6776,grp724
usr6776,x,loc1475
